100, 4966919, 0, 0, 0
200, 6229038, 0, 0, 0
308, 7883818, 0, 0, 0
400, 7826140, 0, 0, 0
500, 4399274, 0, 0, 0
600, 5431717, 0, 0, 0
700, 5356862, 0, 0, 0
800, 5386394, 0, 0, 0
900, 4893818, 0, 0, 0
1000, 5470618, 0, 0, 0
1100, 6489714, 0, 0, 0
1200, 5898464, 0, 0, 0
1301, 6174781, 0, 0, 0
1400, 6972368, 0, 0, 0
1500, 5965292, 0, 0, 0
1600, 5411885, 0, 0, 0
1701, 6134164, 0, 0, 0
1800, 6600729, 0, 0, 0
1900, 7115562, 0, 0, 0
2000, 7921862, 0, 0, 0
2100, 5614454, 0, 0, 0
2200, 4917965, 0, 0, 0
2300, 4590610, 0, 0, 0
2400, 6362831, 0, 0, 0
2500, 5026317, 0, 0, 0
2600, 5664527, 0, 0, 0
2700, 5758706, 0, 0, 0
2800, 8465011, 0, 0, 0
2900, 6244107, 0, 0, 0
3000, 7659552, 0, 0, 0
3100, 4532747, 0, 0, 0
3200, 4966437, 0, 0, 0
3300, 6280818, 0, 0, 0
3400, 5409831, 0, 0, 0
3516, 6134475, 0, 0, 0
3600, 6177002, 0, 0, 0
3700, 4894658, 0, 0, 0
3800, 8755189, 0, 0, 0
3900, 6139527, 0, 0, 0
4015, 5823717, 0, 0, 0
4100, 6234947, 0, 0, 0
4200, 6488674, 0, 0, 0
4300, 5063072, 0, 0, 0
4400, 6032288, 0, 0, 0
4504, 7940544, 0, 0, 0
4600, 5342069, 0, 0, 0
4700, 6225683, 0, 0, 0
4804, 5558929, 0, 0, 0
4900, 6660476, 0, 0, 0
5000, 5817182, 0, 0, 0
5100, 5740502, 0, 0, 0
5200, 6416205, 0, 0, 0
5300, 5877254, 0, 0, 0
5400, 5309708, 0, 0, 0
5500, 5301760, 0, 0, 0
5601, 6540221, 0, 0, 0
5712, 6386561, 0, 0, 0
5800, 8407211, 0, 0, 0
5900, 4011554, 0, 0, 0
6000, 6210189, 0, 0, 0
6100, 5472811, 0, 0, 0
6200, 6071301, 0, 0, 0
6300, 5727016, 0, 0, 0
6404, 6639087, 0, 0, 0
6500, 8288790, 0, 0, 0
6600, 6833982, 0, 0, 0
6700, 6269855, 0, 0, 0
6804, 5052142, 0, 0, 0
6900, 9374682, 0, 0, 0
7000, 4416313, 0, 0, 0
7101, 6410705, 0, 0, 0
7201, 5743073, 0, 0, 0
7300, 5365941, 0, 0, 0
7400, 5995624, 0, 0, 0
7500, 5058424, 0, 0, 0
7600, 5966685, 0, 0, 0
7700, 6032396, 0, 0, 0
7800, 6092203, 0, 0, 0
7900, 5194420, 0, 0, 0
8000, 6423759, 0, 0, 0
8101, 4659979, 0, 0, 0
8200, 7814789, 0, 0, 0
8303, 5112588, 0, 0, 0
8400, 5073990, 0, 0, 0
8500, 5794944, 0, 0, 0
8603, 5583309, 0, 0, 0
8701, 5607720, 0, 0, 0
8800, 4533121, 0, 0, 0
8900, 5216128, 0, 0, 0
9003, 6274336, 0, 0, 0
9100, 8454968, 0, 0, 0
9200, 5615106, 0, 0, 0
9300, 5759882, 0, 0, 0
9401, 4530437, 0, 0, 0
9500, 6233912, 0, 0, 0
9600, 5550811, 0, 0, 0
9700, 4680484, 0, 0, 0
9800, 5420392, 0, 0, 0
9903, 6773393, 0, 0, 0
10008, 7152665, 0, 0, 0
10100, 7953230, 0, 0, 0
10200, 6321104, 0, 0, 0
10300, 6197823, 0, 0, 0
10401, 5895416, 0, 0, 0
10500, 5675025, 0, 0, 0
